crash_date,on_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,collision_id,vehicle_type_code1
2021-09-08 00:00:00.0000000,"WEST 140 STREET",1,0,1,0,0,0,0,0,"Driver Inattention/Distraction",,4456721,"Sedan"
2021-09-11 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Unspecified",,4456186,"Sedan"
2021-09-09 00:00:00.0000000,"GRAND CENTRAL PARKWAY",1,0,0,0,0,0,1,0,"Unspecified",,4456819,"Motorcycle"
2021-07-07 00:00:00.0000000,"LINDEN BOULEVARD",1,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4456609,"Station Wagon/Sport Utility Vehicle"
2021-09-11 00:00:00.0000000,"EAST 179 STREET",2,0,0,0,0,0,2,0,"Failure to Yield Right-of-Way","Unspecified",4456078,"Station Wagon/Sport Utility Vehicle"
2021-09-09 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Driver Inexperience","Unspecified",4456529,"Sedan"
2021-09-08 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Driver Inexperience",,4456726,"Taxi"
2021-09-11 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Unspecified",4456558,"Station Wagon/Sport Utility Vehicle"
2021-07-05 00:00:00.0000000,"EDGEMERE AVENUE",0,0,0,0,0,0,0,0,"Driver Inexperience",,4456705,"Sedan"
2021-09-11 00:00:00.0000000,"VERRAZANO BRIDGE LOWER",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",4456123,"Sedan"
2021-06-29 00:00:00.0000000,"BEACH 9 STREET",0,0,0,0,0,0,0,0,"Following Too Closely","Unspecified",4456673,"Station Wagon/Sport Utility Vehicle"
2021-07-09 00:00:00.0000000,"HENRY HUDSON PARKWAY RAMP",0,0,0,0,0,0,0,0,"Pavement Slippery",,4456641,"Sedan"
2021-07-08 00:00:00.0000000,"BROOKLYN QUEENS EXPRESSWAY",0,0,0,0,0,0,0,0,"Unsafe Lane Changing","Unspecified",4456599,"Tow Truck / Wrecker"
2021-07-09 00:00:00.0000000,"ROCKAWAY PARKWAY",1,0,1,0,0,0,0,0,"Tinted Windows",,4456688,"Sedan"
2021-09-11 00:00:00.0000000,"BROOKVILLE BOULEVARD",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4455904,"Sedan"
2021-09-11 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Passing Too Closely","Unspecified",4455927,"Dump"
2021-09-11 00:00:00.0000000,"EAST 16 STREET",1,0,1,0,0,0,0,0,"Driver Inattention/Distraction",,4456395,
2021-09-11 00:00:00.0000000,"VERRAZANO BRIDGE UPPER",0,0,0,0,0,0,0,0,"Following Too Closely","Unspecified",4456745,"Sedan"
2021-07-08 00:00:00.0000000,"ELTON STREET",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4456636,"Station Wagon/Sport Utility Vehicle"
2021-09-11 00:00:00.0000000,"SOUND VIEW AVENUE",0,0,0,0,0,0,0,0,"Aggressive Driving/Road Rage","Aggressive Driving/Road Rage",4456036,"Sedan"
2021-09-10 00:00:00.0000000,"BRADLEY AVENUE",1,0,0,0,0,0,1,0,"Failure to Yield Right-of-Way","Unspecified",4456785,"Station Wagon/Sport Utility Vehicle"
2021-09-08 00:00:00.0000000,"WEST 33 STREET",0,0,0,0,0,0,0,0,"Unsafe Lane Changing","Unspecified",4456517,"Station Wagon/Sport Utility Vehicle"
2021-09-10 00:00:00.0000000,"JACKIE ROBINSON PKWY",1,0,0,0,0,0,1,0,"Following Too Closely","Unspecified",4456764,"Taxi"
2021-09-10 00:00:00.0000000,,1,0,0,0,0,0,1,0,"Unspecified","Unspecified",4456791,"Taxi"
2021-07-08 00:00:00.0000000,"DELANCEY STREET",1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Unspecified",4456614,"Motorcycle"
2021-09-11 00:00:00.0000000,"EAST 194 STREET",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4455863,"Sedan"
2021-09-11 00:00:00.0000000,"FULTON STREET",0,0,0,0,0,0,0,0,"Fell Asleep","Unspecified",4456313,"Sedan"
2021-09-11 00:00:00.0000000,"EAST HOUSTON STREET",0,0,0,0,0,0,0,0,"Passing Too Closely","Unspecified",4456409,"Tow Truck / Wrecker"
2021-09-11 00:00:00.0000000,"EAST 111 STREET",0,0,0,0,0,0,0,0,"Unspecified",,4455916,"Sedan"
2021-09-11 00:00:00.0000000,"WHITESTONE EXPRESSWAY",0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Unspecified",4456096,"Sedan"
2021-09-11 00:00:00.0000000,"BROOKLYN QUEENS EXPRESSWAY",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4456878,"Sedan"
2021-07-04 00:00:00.0000000,"LAYTON AVENUE",1,0,1,0,0,0,0,0,,,4456568,
2021-09-10 00:00:00.0000000,,1,0,0,0,0,0,0,0,"Unspecified","Unspecified",4456953,"Sedan"
2021-09-10 00:00:00.0000000,"FDR DRIVE",1,0,0,0,0,0,1,0,"Following Too Closely","Unspecified",4456522,"Sedan"
2021-06-26 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Unspecified",,4456700,"Sedan"
2021-09-11 00:00:00.0000000,"SURF AVENUE",1,0,0,0,0,0,1,0,"Passing or Lane Usage Improper","Turning Improperly",4456023,"Sedan"
2021-09-10 00:00:00.0000000,"PITKIN AVENUE",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4456810,"Sedan"
2021-09-11 00:00:00.0000000,"SAINT CLAIR PLACE",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",4456105,"Sedan"
2021-07-08 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Backing Unsafely","Unspecified",4456668,"Station Wagon/Sport Utility Vehicle"
2021-09-02 00:00:00.0000000,"MAJOR DEEGAN EXPRESSWAY",0,0,0,0,0,0,0,0,"Unspecified",,4456867,"Sedan"
2021-09-11 00:00:00.0000000,"BUSHWICK AVENUE",0,0,0,0,0,0,0,0,"Following Too Closely","Unspecified",4456988,"Station Wagon/Sport Utility Vehicle"
2021-09-07 00:00:00.0000000,"108 AVENUE",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4456859,"Station Wagon/Sport Utility Vehicle"
2021-06-25 00:00:00.0000000,"BEACH CHANNEL DRIVE",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",4456663,"Pick-up Truck"
2021-07-08 00:00:00.0000000,"AVENUE OF THE AMERICAS",0,0,0,0,0,0,0,0,"Unsafe Lane Changing","Unspecified",4456624,"Sedan"
2021-07-04 00:00:00.0000000,,1,0,1,0,0,0,0,0,"Unspecified",,4456563,"Station Wagon/Sport Utility Vehicle"
2021-07-08 00:00:00.0000000,"93 STREET",1,0,0,0,0,0,1,0,"Unsafe Speed","Unspecified",4456656,"Sedan"
2021-09-11 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4456388,"Sedan"
2021-09-10 00:00:00.0000000,"5 AVENUE",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4456757,"Sedan"
2021-09-11 00:00:00.0000000,"VAN WYCK EXPWY",3,0,0,0,0,0,3,0,"Driver Inexperience","Unspecified",4455827,"Sedan"
2021-09-10 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Backing Unsafely",,4456511,"Sedan"
2021-09-11 00:00:00.0000000,"RIDGEWOOD AVENUE",0,0,0,0,0,0,0,0,"Unsafe Speed","Unspecified",4456741,"Sedan"
2021-09-11 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified",4455973,"E-Bike"
2021-07-08 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Unspecified",,4456695,"Sedan"
2021-09-11 00:00:00.0000000,"18 AVENUE",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",4456420,"Sedan"
2021-09-11 00:00:00.0000000,"LIBERTY AVENUE",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",4456317,"Tow Truck / Wrecker"
2021-09-07 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Unsafe Speed",,4456781,"Sedan"
2021-09-10 00:00:00.0000000,"WHITE PLAINS ROAD",1,0,0,0,0,0,0,0,"Unsafe Lane Changing","Driver Inattention/Distraction",4457006,"Station Wagon/Sport Utility Vehicle"
2021-09-11 00:00:00.0000000,"NOSTRAND AVENUE",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Failure to Yield Right-of-Way",4456149,"Sedan"
2021-06-30 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Unspecified",4456667,"Sedan"
2021-09-10 00:00:00.0000000,"EAST 70 STREET",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction",,4456885,"Station Wagon/Sport Utility Vehicle"
2021-07-08 00:00:00.0000000,"MANHATTAN AVENUE",1,0,0,0,1,0,0,0,"Pedestrian/Bicyclist/Other Pedestrian Error/Confusion","Unspecified",4456595,"Pick-up Truck"
2021-09-11 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4456980,"Sedan"
2021-09-11 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Unsafe Speed","Unspecified",4456203,"Station Wagon/Sport Utility Vehicle"
2021-07-04 00:00:00.0000000,"BEACH 17 STREET",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4456564,"Sedan"
2021-07-01 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Passing Too Closely","Unspecified",4456678,"Station Wagon/Sport Utility Vehicle"
2021-09-11 00:00:00.0000000,"GOWANUS RAMP",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",4456052,"Van"
2022-03-25 00:00:00.0000000,"28 STREET",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4514217,"Sedan"
2021-09-01 00:00:00.0000000,"BREWER BOULEVARD",1,0,1,0,0,0,0,0,"Failure to Yield Right-of-Way",,4456903,"Sedan"
2021-09-10 00:00:00.0000000,"WEST STREET",1,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",4456982,"Sedan"
2021-09-11 00:00:00.0000000,"STATEN ISLAND EXPRESSWAY",0,0,0,0,0,0,0,0,"Following Too Closely","Unspecified",4456544,"Sedan"
2021-09-11 00:00:00.0000000,"BROADWAY",0,0,0,0,0,0,0,0,"Driver Inexperience",,4456104,"Box Truck"
2021-09-10 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4456860,"Pick-up Truck"
2021-09-11 00:00:00.0000000,"JACKSON AVENUE",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",4456454,"Pick-up Truck"
2021-09-11 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4455840,"Pick-up Truck"
2021-09-11 00:00:00.0000000,,1,0,0,0,1,0,0,0,"Driver Inattention/Distraction","Unspecified",4456235,"Sedan"
2021-09-11 00:00:00.0000000,"FLATBUSH AVENUE",2,0,0,0,0,0,2,0,"Driver Inexperience","Unspecified",4455935,"Sedan"
2021-07-09 00:00:00.0000000,,1,0,0,0,1,0,0,0,"Driver Inattention/Distraction","Unspecified",4456710,"E-Bike"
2021-09-05 00:00:00.0000000,"114 DRIVE",5,0,0,0,0,0,5,0,"Unspecified","Unspecified",4457021,"Sedan"
2021-09-11 00:00:00.0000000,"SHEFFIELD AVENUE",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4456296,"Station Wagon/Sport Utility Vehicle"
2021-09-11 00:00:00.0000000,"BRONX RIVER PARKWAY",3,0,0,0,0,0,3,0,"Unsafe Speed","Unspecified",4456043,"Station Wagon/Sport Utility Vehicle"
2021-09-11 00:00:00.0000000,"DE KALB AVENUE",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",4456227,"Sedan"
2021-07-08 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Unspecified",,4456682,"Sedan"
2021-07-02 00:00:00.0000000,"BROADWAY",1,0,1,0,0,0,0,0,"Driver Inattention/Distraction",,4456576,
2021-09-11 00:00:00.0000000,"SOUTH CONDUIT AVENUE",1,0,0,0,0,0,1,0,"Following Too Closely","Unspecified",4456134,"Sedan"
2021-07-08 00:00:00.0000000,"NEW ENGLAND THRUWAY",1,0,0,0,0,0,1,0,"Unspecified",,4456583,"Sedan"
2021-07-08 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Passing Too Closely","Unspecified",4456605,"Sedan"
2021-07-09 00:00:00.0000000,"143 STREET",0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified",4456699,"Bus"
2021-09-09 00:00:00.0000000,"STATEN ISLAND EXPRESSWAY",0,0,0,0,0,0,0,0,"Unsafe Speed","Unspecified",4456536,"Pick-up Truck"
2021-07-09 00:00:00.0000000,"MERRICK BOULEVARD",0,0,0,0,0,0,0,0,"Traffic Control Disregarded","Unspecified",4456650,"Sedan"
2021-09-11 00:00:00.0000000,"GARRETSON AVENUE",0,0,0,0,0,0,0,0,"Animals Action","Unspecified",4456752,"Station Wagon/Sport Utility Vehicle"
2021-07-09 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Passing Too Closely","Unspecified",4456637,"Station Wagon/Sport Utility Vehicle"
2021-09-11 00:00:00.0000000,"FOREST AVENUE",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4456769,"Sedan"
2021-09-10 00:00:00.0000000,,2,0,0,0,0,0,2,0,"Driver Inattention/Distraction","Unspecified",4456786,"Sedan"
2021-09-08 00:00:00.0000000,"EAST 105 STREET",1,0,0,0,1,0,0,0,"Pedestrian/Bicyclist/Other Pedestrian Error/Confusion","Failure to Yield Right-of-Way",4456798,"Sedan"
2021-09-11 00:00:00.0000000,"CROSS BRONX EXPY",1,0,0,0,0,0,1,0,"Reaction to Uninvolved Vehicle",,4456410,"Motorcycle"
2021-09-11 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Following Too Closely",4455912,"Sedan"
2021-09-11 00:00:00.0000000,"3 AVENUE",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",4455917,"Taxi"
2019-05-21 00:00:00.0000000,"GOLD STREET",0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Unspecified",4136992,"�MBU"
2020-01-21 00:00:00.0000000,"BRUCKNER BLVD",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4277087,"Sedan"
2021-02-26 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",4395664,"Station Wagon/Sport Utility Vehicle"
2021-03-09 00:00:00.0000000,"COURT STREET",1,0,0,0,0,0,1,0,"Following Too Closely","Unspecified",4397513,"Pick-up Truck"
2021-03-31 00:00:00.0000000,"RALPH AVENUE",1,0,0,0,0,0,1,0,"Driver Inexperience","Unspecified",4403773,"Sedan"
2021-04-06 00:00:00.0000000,"BARCLAY AVENUE",7,0,0,0,0,0,7,0,"Failure to Yield Right-of-Way","Unsafe Speed",4405244,"Station Wagon/Sport Utility Vehicle"
2021-04-09 00:00:00.0000000,"BRONX RIVER PARKWAY",1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Unspecified",4405914,"Sedan"
2021-04-14 00:00:00.0000000,"MAJOR DEEGAN EXPRESSWAY RAMP",0,0,0,0,0,0,0,0,"Following Too Closely","Unspecified",4408191,"Station Wagon/Sport Utility Vehicle"
2021-04-14 00:00:00.0000000,"CROSS ISLAND PARKWAY",1,0,0,0,0,0,1,0,"Brakes Defective","Unspecified",4407366,"Station Wagon/Sport Utility Vehicle"
2021-04-16 00:00:00.0000000,"BRONX RIVER PARKWAY RAMP",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4408149,"Station Wagon/Sport Utility Vehicle"
2021-04-15 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Following Too Closely","Unspecified",4407778,"Sedan"
2021-04-14 00:00:00.0000000,"MYRTLE AVENUE",0,0,0,0,0,0,0,0,"Passing Too Closely","Unspecified",4407461,"Box Truck"
2021-04-14 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Turning Improperly","Unspecified",4407407,"Station Wagon/Sport Utility Vehicle"
2021-04-16 00:00:00.0000000,"GARRISON AVENUE",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",4407900,"Sedan"
2021-04-16 00:00:00.0000000,"HUGUENOT AVENUE",0,0,0,0,0,0,0,0,"Driver Inexperience","Unspecified",4407760,"Sedan"
2021-04-15 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",4407746,"Sedan"
2021-04-16 00:00:00.0000000,"BOSTON ROAD",2,0,0,0,0,0,2,0,"Unsafe Speed","Unspecified",4408143,"Station Wagon/Sport Utility Vehicle"
2021-04-15 00:00:00.0000000,"GLENWOOD ROAD",1,0,0,0,0,0,1,0,"Following Too Closely","Unspecified",4407638,"Sedan"
2021-04-16 00:00:00.0000000,"WEST 94 STREET",0,0,0,0,0,0,0,0,"Backing Unsafely","Unspecified",4407958,"Sedan"
2021-04-16 00:00:00.0000000,"PRINCE STREET",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4407885,"Station Wagon/Sport Utility Vehicle"
2021-04-15 00:00:00.0000000,"BROADWAY",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",4407616,"Sedan"
2021-09-11 00:00:00.0000000,"FDR DRIVE",2,0,0,0,0,0,2,0,"Unsafe Speed","Unspecified",4456355,"PK"
2021-04-16 00:00:00.0000000,"EAST 19 STREET",3,0,0,0,0,0,3,0,"Unspecified","Unspecified",4408038,"Station Wagon/Sport Utility Vehicle"
2021-04-16 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4408224,"Sedan"
2021-04-14 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Unspecified",4407392,"Pick-up Truck"
2021-06-30 00:00:00.0000000,"203 STREET",0,0,0,0,0,0,0,0,"Passing Too Closely","Unspecified",4456603,"Station Wagon/Sport Utility Vehicle"
2021-04-14 00:00:00.0000000,"7 AVENUE",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4407765,"Sedan"
2021-04-14 00:00:00.0000000,,1,0,0,0,0,0,1,0,"Passing Too Closely","Unspecified",4407821,"Sedan"
2021-04-15 00:00:00.0000000,"GOWANUS EXPY (BQE)",0,0,0,0,0,0,0,0,"Unspecified",,4407971,"Sedan"
2021-04-16 00:00:00.0000000,"HOWARD AVENUE",0,0,0,0,0,0,0,0,"View Obstructed/Limited","Driver Inexperience",4408071,"Station Wagon/Sport Utility Vehicle"
2021-04-14 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Steering Failure","Unspecified",4407430,"Station Wagon/Sport Utility Vehicle"
2021-04-13 00:00:00.0000000,"EASTERN PARKWAY",1,0,1,0,0,0,0,0,"Failure to Yield Right-of-Way",,4408259,"Sedan"
2021-04-13 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Unspecified",,4407049,"Sedan"
2021-04-14 00:00:00.0000000,"ROCKAWAY BOULEVARD",3,0,0,0,0,0,3,0,"Unspecified",,4408369,"Station Wagon/Sport Utility Vehicle"
2021-04-15 00:00:00.0000000,"EAST TREMONT AVENUE",0,0,0,0,0,0,0,0,"Traffic Control Disregarded","Unspecified",4407592,"Station Wagon/Sport Utility Vehicle"
2021-04-15 00:00:00.0000000,"HAVEMEYER STREET",0,0,0,0,0,0,0,0,"Unspecified",,4407674,"Sedan"
2021-04-15 00:00:00.0000000,"LONG ISLAND EXPRESSWAY",1,0,0,0,0,0,1,0,"Passing or Lane Usage Improper","Unspecified",4407708,"Sedan"
2021-04-14 00:00:00.0000000,,1,0,0,0,0,0,1,0,"Drugs (illegal)","Unspecified",4408396,"Station Wagon/Sport Utility Vehicle"
2021-04-14 00:00:00.0000000,"BRONX RIVER PARKWAY",0,0,0,0,0,0,0,0,"Other Vehicular","Unsafe Speed",4407152,"Sedan"
2021-04-16 00:00:00.0000000,"BELT PARKWAY",0,0,0,0,0,0,0,0,"Reaction to Uninvolved Vehicle","Unspecified",4407862,"Sedan"
2021-04-14 00:00:00.0000000,"WHITESTONE EXPRESSWAY",0,0,0,0,0,0,0,0,"Following Too Closely","Unspecified",4407435,"Sedan"
2021-04-15 00:00:00.0000000,"BELL BOULEVARD",1,0,1,0,0,0,0,0,"Driver Inattention/Distraction",,4407636,"Station Wagon/Sport Utility Vehicle"
2021-04-16 00:00:00.0000000,,1,0,0,0,1,0,0,0,"Turning Improperly","Unspecified",4407792,"Station Wagon/Sport Utility Vehicle"
2021-04-16 00:00:00.0000000,"73 AVENUE",5,0,0,0,0,0,5,0,"Traffic Control Disregarded","Unspecified",4407853,"Sedan"
2021-04-16 00:00:00.0000000,"VAN WYCK EXPWY",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",4408205,"Box Truck"
2021-04-16 00:00:00.0000000,"140 AVENUE",0,0,0,0,0,0,0,0,"Unspecified",,4407945,"Sedan"
2021-04-15 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",4408118,"Sedan"
2021-04-12 00:00:00.0000000,"BROADWAY",1,0,0,0,0,0,1,0,"Unspecified","Unspecified",4408242,"Station Wagon/Sport Utility Vehicle"
2021-04-14 00:00:00.0000000,"BRONX RIVER PARKWAY",0,0,0,0,0,0,0,0,"Aggressive Driving/Road Rage","Unspecified",4407563,"Sedan"
2021-04-14 00:00:00.0000000,"WEST 35 STREET",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4408098,"Sedan"
2021-04-14 00:00:00.0000000,"BRONX RIVER PARKWAY",3,0,0,0,0,0,3,0,"Unsafe Speed",,4407169,"Station Wagon/Sport Utility Vehicle"
2021-04-16 00:00:00.0000000,"24 STREET",1,0,0,0,0,0,1,0,"Following Too Closely","Unspecified",4407798,"Station Wagon/Sport Utility Vehicle"
2021-04-15 00:00:00.0000000,"EAST TREMONT AVENUE",1,0,1,0,0,0,0,0,"Driver Inattention/Distraction",,4407797,
2021-04-14 00:00:00.0000000,"ARMSTRONG AVENUE",2,0,0,0,0,0,2,0,"Failure to Yield Right-of-Way","Unspecified",4407349,"Station Wagon/Sport Utility Vehicle"
2021-04-14 00:00:00.0000000,"CLINTONVILLE STREET",0,0,0,0,0,0,0,0,"Passing Too Closely","Unspecified",4407994,"Station Wagon/Sport Utility Vehicle"
2021-04-15 00:00:00.0000000,,1,0,1,0,0,0,0,0,"Driver Inattention/Distraction",,4408032,"Sedan"
2021-04-15 00:00:00.0000000,"METROPOLITAN AVENUE",1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",4407478,"Sedan"
2021-04-16 00:00:00.0000000,"ELIOT AVENUE",1,0,1,0,0,0,0,0,"Failure to Yield Right-of-Way",,4407924,"Sedan"
2021-04-15 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Turning Improperly",,4408315,"Ambulance"
2021-04-13 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4407892,"Sedan"
2021-04-16 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4408280,"Sedan"
2021-04-15 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Unspecified",,4408403,"Sedan"
2021-04-16 00:00:00.0000000,"BUSHWICK AVENUE",0,0,0,0,0,0,0,0,"Reaction to Uninvolved Vehicle","Driver Inattention/Distraction",4407753,"Station Wagon/Sport Utility Vehicle"
2021-04-10 00:00:00.0000000,"WEST 180 STREET",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",4408003,"Sedan"
2021-04-14 00:00:00.0000000,"GERARD AVENUE",0,0,0,0,0,0,0,0,"Reaction to Uninvolved Vehicle","Unspecified",4407497,"Station Wagon/Sport Utility Vehicle"
2021-04-09 00:00:00.0000000,"MADISON STREET",0,0,0,0,0,0,0,0,"Backing Unsafely","Unspecified",4408229,"Station Wagon/Sport Utility Vehicle"
2021-04-14 00:00:00.0000000,"STORY STREET",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",4407525,"Sedan"
2021-04-16 00:00:00.0000000,"COOPER AVENUE",0,0,0,0,0,0,0,0,"Unsafe Speed","Failure to Yield Right-of-Way",4407817,"Station Wagon/Sport Utility Vehicle"
2021-04-14 00:00:00.0000000,"KINGS HIGHWAY",2,0,0,0,0,0,2,0,"Driver Inattention/Distraction","Unspecified",4407539,"Station Wagon/Sport Utility Vehicle"
2021-09-11 00:00:00.0000000,"MURDOCK AVENUE",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",4455944,"Sedan"
2021-04-16 00:00:00.0000000,"ARLINGTON PLACE",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4408306,"Sedan"
2021-04-15 00:00:00.0000000,"WEST 42 STREET",1,0,1,0,0,0,0,0,"Failure to Yield Right-of-Way",,4407830,"Sedan"
2021-04-14 00:00:00.0000000,"2 AVENUE",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",4407282,"Tow Truck / Wrecker"
2021-04-16 00:00:00.0000000,"FORT HAMILTON PARKWAY",0,0,0,0,0,0,0,0,"Driver Inexperience","Unspecified",4407688,"Station Wagon/Sport Utility Vehicle"
2021-04-15 00:00:00.0000000,"EAST 66 STREET",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction",,4407701,"Sedan"
2021-04-15 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4407728,"Sedan"
2021-04-15 00:00:00.0000000,"WEST 8 STREET",0,0,0,0,0,0,0,0,"Following Too Closely","Unspecified",4408052,"Station Wagon/Sport Utility Vehicle"
2021-04-16 00:00:00.0000000,"EDISON STREET",0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified",4407849,"Sedan"
2021-04-14 00:00:00.0000000,"LONG ISLAND EXPRESSWAY",0,0,0,0,0,0,0,0,"Following Too Closely","Following Too Closely",4407320,"Station Wagon/Sport Utility Vehicle"
2021-04-14 00:00:00.0000000,"OCEAN PARKWAY",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",4407291,"Sedan"
2021-04-16 00:00:00.0000000,"RIVER AVENUE",0,0,0,0,0,0,0,0,"Unspecified",,4408200,"Sedan"
2021-04-14 00:00:00.0000000,"BATH AVENUE",1,0,0,0,1,0,0,0,"Failure to Yield Right-of-Way","Unspecified",4407649,"Station Wagon/Sport Utility Vehicle"
2021-04-15 00:00:00.0000000,"LENOX AVENUE",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4407802,"Sedan"
2021-04-14 00:00:00.0000000,"BELT PARKWAY",1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Unspecified",4407345,"Station Wagon/Sport Utility Vehicle"
2021-04-16 00:00:00.0000000,"STEWART AVENUE",0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified",4408356,"Sedan"
2021-04-14 00:00:00.0000000,"BRUCKNER BOULEVARD",0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified",4407245,"Station Wagon/Sport Utility Vehicle"
2021-04-13 00:00:00.0000000,"FOSTER AVENUE",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",4408057,"Station Wagon/Sport Utility Vehicle"
