crash_date,on_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,collision_id,vehicle_type_code1
2022-03-26 00:00:00.0000000,"CONEY ISLAND AVENUE",0,0,0,0,0,0,0,0,"Fell Asleep","Unspecified",4513496,"Station Wagon/Sport Utility Vehicle"
2022-03-25 00:00:00.0000000,"CROSS ISLAND PARKWAY",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",4514266,"Station Wagon/Sport Utility Vehicle"
2022-03-26 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified",4513680,"Taxi"
2022-03-26 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4513861,"Sedan"
2022-03-26 00:00:00.0000000,"EASTERN PARKWAY",1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Unspecified",4514326,"Station Wagon/Sport Utility Vehicle"
2022-03-26 00:00:00.0000000,"WEST 38 STREET",1,0,0,0,1,0,0,0,"Failure to Yield Right-of-Way","Unspecified",4513739,"Bike"
2022-03-25 00:00:00.0000000,"EAST FORDHAM ROAD",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4514180,"Station Wagon/Sport Utility Vehicle"
2022-03-26 00:00:00.0000000,"GRAND CONCOURSE",0,0,0,0,0,0,0,0,"Unsafe Speed","Unspecified",4514209,"Station Wagon/Sport Utility Vehicle"
2022-03-26 00:00:00.0000000,"CENTRAL AVENUE",0,0,0,0,0,0,0,0,"Unsafe Speed",,4513795,"Sedan"
2022-03-09 00:00:00.0000000,"WEST 84 STREET",1,0,1,0,0,0,0,0,"Failure to Yield Right-of-Way",,4514297,"Station Wagon/Sport Utility Vehicle"
2022-03-26 00:00:00.0000000,"70 STREET",0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Unspecified",4513572,"Station Wagon/Sport Utility Vehicle"
2022-03-26 00:00:00.0000000,"39 AVENUE",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",4513591,"Sedan"
2022-03-26 00:00:00.0000000,"AVENUE U",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4514011,"Sedan"
2022-03-26 00:00:00.0000000,"SAINT JOHNS AVENUE",1,0,0,0,0,0,1,0,"Traffic Control Disregarded","Unspecified",4513701,"Station Wagon/Sport Utility Vehicle"
2022-03-25 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Following Too Closely","Unspecified",4514155,"Taxi"
2022-03-23 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Unspecified",,4514334,"Sedan"
2022-03-26 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Unspecified",,4513548,"Sedan"
2022-03-26 00:00:00.0000000,"GRAHAM AVENUE",1,0,0,0,0,0,1,0,"Following Too Closely","Unspecified",4514046,"Station Wagon/Sport Utility Vehicle"
2022-03-26 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Unsafe Speed","Unspecified",4513581,"Station Wagon/Sport Utility Vehicle"
2022-03-26 00:00:00.0000000,"WETHEROLE STREET",1,0,1,0,0,0,0,0,"Unsafe Speed",,4513772,"Bike"
2022-03-25 00:00:00.0000000,"EAST 188 STREET",1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",4514221,"Sedan"
2022-03-22 00:00:00.0000000,"BURKE AVENUE",1,0,0,0,1,0,0,0,"Turning Improperly","Unspecified",4514277,"Sedan"
2022-03-26 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Unspecified",4514166,"Sedan"
2022-03-26 00:00:00.0000000,"CONEY ISLAND AVENUE",1,0,0,0,0,0,1,0,"Alcohol Involvement","Driver Inattention/Distraction",4513691,"Sedan"
2022-03-26 00:00:00.0000000,"130 AVENUE",0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Unspecified",4513782,"Sedan"
2022-03-14 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Unspecified",,4514390,"Station Wagon/Sport Utility Vehicle"
2022-03-26 00:00:00.0000000,"CALAMUS AVENUE",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4514215,"Pick-up Truck"
2022-03-26 00:00:00.0000000,,1,0,0,0,0,0,1,0,"Following Too Closely","Unspecified",4513994,"Box Truck"
2022-03-26 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4513503,"Taxi"
2022-03-05 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Unspecified",,4514151,"Sedan"
2022-03-26 00:00:00.0000000,"FULTON STREET",0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Unspecified",4513655,"Sedan"
2022-03-26 00:00:00.0000000,"WEST 51 STREET",0,0,0,0,0,0,0,0,"Unspecified",,4514070,"Sedan"
2022-03-26 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Alcohol Involvement","Unspecified",4513952,"Station Wagon/Sport Utility Vehicle"
2022-03-26 00:00:00.0000000,"GEORGIA AVENUE",0,0,0,0,0,0,0,0,"Unsafe Speed","Unspecified",4513827,"Sedan"
2022-03-23 00:00:00.0000000,"WEST STREET",0,0,0,0,0,0,0,0,"Unsafe Speed",,4514285,"Station Wagon/Sport Utility Vehicle"
2022-04-24 00:00:00.0000000,"BELT PARKWAY",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4521782,"Sedan"
2021-09-11 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Unspecified",4457012,"Station Wagon/Sport Utility Vehicle"
2021-09-10 00:00:00.0000000,"OCEAN PARKWAY",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",4457022,"Station Wagon/Sport Utility Vehicle"
2021-09-11 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Unspecified",,4456987,"Station Wagon/Sport Utility Vehicle"
2021-09-09 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Backing Unsafely",,4456970,
2021-12-10 00:00:00.0000000,"BERGEN STREET",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",4485574,"Sedan"
2021-12-10 00:00:00.0000000,"MAJOR DEEGAN EXPRESSWAY",0,0,0,0,0,0,0,0,"Other Vehicular",,4485894,"Station Wagon/Sport Utility Vehicle"
2021-11-27 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",4485637,"Sedan"
2021-12-09 00:00:00.0000000,"ROCKAWAY BOULEVARD",1,0,0,0,0,0,1,0,"Traffic Control Disregarded","Traffic Control Disregarded",4484930,"Sedan"
2021-12-08 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Unspecified",,4484996,"Convertible"
2021-12-08 00:00:00.0000000,"CROSS BRONX EXPY",0,0,0,0,0,0,0,0,"Following Too Closely","Unspecified",4484861,"Tractor Truck Diesel"
2021-12-10 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4485177,"Sedan"
2021-12-10 00:00:00.0000000,"FRANKLIN AVENUE",1,0,1,0,0,0,0,0,"Failure to Yield Right-of-Way",,4485316,"Station Wagon/Sport Utility Vehicle"
2021-12-10 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Unsafe Lane Changing","Unspecified",4485668,"Ambulance"
2021-12-10 00:00:00.0000000,"13 STREET",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4485385,"Station Wagon/Sport Utility Vehicle"
2021-12-08 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Passing Too Closely","Unspecified",4484892,"Station Wagon/Sport Utility Vehicle"
2021-12-03 00:00:00.0000000,"HUTCHINSON RIVER PARKWAY",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",4485246,"Station Wagon/Sport Utility Vehicle"
2021-12-10 00:00:00.0000000,,1,0,0,0,0,0,1,0,"Other Vehicular","Other Vehicular",4485893,"Station Wagon/Sport Utility Vehicle"
2021-12-09 00:00:00.0000000,"GLENWOOD ROAD",0,0,0,0,0,0,0,0,"Unspecified",,4485586,"Sedan"
2021-12-10 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",4485696,"Sedan"
2021-12-08 00:00:00.0000000,"VERRAZANO BRIDGE UPPER",0,0,0,0,0,0,0,0,"Following Too Closely","Unspecified",4485123,"Sedan"
2021-12-10 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Unsafe Speed","Unspecified",4485914,"Station Wagon/Sport Utility Vehicle"
2021-12-10 00:00:00.0000000,"CHAMBERS STREET",0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified",4485304,"Station Wagon/Sport Utility Vehicle"
2021-12-09 00:00:00.0000000,"BROADWAY",2,0,0,0,0,0,2,0,"Driver Inattention/Distraction","Unspecified",4485055,"Taxi"
2021-12-09 00:00:00.0000000,"BOYNTON PLACE",0,0,0,0,0,0,0,0,"Unspecified",,4485539,"Sedan"
2021-11-24 00:00:00.0000000,"BROADWAY",1,0,1,0,0,0,0,0,"Pedestrian/Bicyclist/Other Pedestrian Error/Confusion",,4485241,
2021-12-09 00:00:00.0000000,,1,0,0,0,1,0,0,0,"Following Too Closely","Unspecified",4485153,"Taxi"
2021-12-08 00:00:00.0000000,"OCEAN PARKWAY",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",4484897,"Station Wagon/Sport Utility Vehicle"
2021-09-11 00:00:00.0000000,"BRONX RIVER PARKWAY",1,0,0,0,0,0,1,0,"Alcohol Involvement","Unspecified",4456035,"Pick-up Truck"
2021-07-09 00:00:00.0000000,"ITTNER PLACE",0,0,0,0,0,0,0,0,"Passing Too Closely","Unspecified",4456704,"Station Wagon/Sport Utility Vehicle"
2021-09-11 00:00:00.0000000,"VERRAZANO BRIDGE UPPER",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",4456122,"Sedan"
2021-09-10 00:00:00.0000000,"BROOKLYN QUEENS EXPRESSWAY",0,0,0,0,0,0,0,0,"Unspecified",,4456919,"Box Truck"
2021-07-01 00:00:00.0000000,"BEACH CHANNEL DRIVE",0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Unspecified",4456686,"Station Wagon/Sport Utility Vehicle"
2021-07-07 00:00:00.0000000,"LEROY STREET",0,0,0,0,0,0,0,0,"Driver Inexperience",,4456588,"Station Wagon/Sport Utility Vehicle"
2021-09-11 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Unspecified",,4456879,"Station Wagon/Sport Utility Vehicle"
2021-07-07 00:00:00.0000000,"BRUCKNER EXPRESSWAY",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",4456573,"Station Wagon/Sport Utility Vehicle"
2021-09-11 00:00:00.0000000,"135 PLACE",0,0,0,0,0,0,0,0,"Alcohol Involvement","Unspecified",4455749,"Sedan"
2021-09-11 00:00:00.0000000,,1,0,1,0,0,0,0,0,"Unspecified",,4456087,"Sedan"
2021-09-03 00:00:00.0000000,"CLINTON STREET",0,0,0,0,0,0,0,0,"Passing Too Closely","Unspecified",4456941,"Station Wagon/Sport Utility Vehicle"
2021-07-08 00:00:00.0000000,"FDR DRIVE",0,0,0,0,0,0,0,0,"Following Too Closely","Unspecified",4456691,"Taxi"
2021-08-23 00:00:00.0000000,"7 AVENUE",1,0,1,0,0,0,0,0,"Driver Inattention/Distraction",,4456765,"Station Wagon/Sport Utility Vehicle"
2021-09-11 00:00:00.0000000,"BOSTON ROAD",0,0,0,0,0,0,0,0,"Turning Improperly","Unspecified",4456435,"Sedan"
2021-09-11 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Unspecified",4456181,"Sedan"
2021-09-06 00:00:00.0000000,"21 STREET",1,0,0,0,0,0,1,0,"Reaction to Uninvolved Vehicle","Unspecified",4456550,"Sedan"
2021-07-08 00:00:00.0000000,"BELT PARKWAY",1,0,0,0,0,0,1,0,"Other Vehicular","Following Too Closely",4456615,"Sedan"
2021-07-07 00:00:00.0000000,"HENRY HUDSON PARKWAY",0,0,0,0,0,0,0,0,"Passing Too Closely","Unspecified",4456647,"Sedan"
2021-09-11 00:00:00.0000000,"GREENE AVENUE",0,0,0,0,0,0,0,0,"Backing Unsafely","Unspecified",4455820,"Sedan"
2021-09-07 00:00:00.0000000,"SAINT NICHOLAS AVENUE",1,0,1,0,0,0,0,0,"Driver Inattention/Distraction",,4456845,"Sedan"
2021-09-11 00:00:00.0000000,"WEST 181 STREET",0,0,0,0,0,0,0,0,"Unspecified",,4456191,"Station Wagon/Sport Utility Vehicle"
2021-07-08 00:00:00.0000000,"BUSHWICK AVENUE",0,0,0,0,0,0,0,0,"Turning Improperly","Unspecified",4456586,"Station Wagon/Sport Utility Vehicle"
2021-09-11 00:00:00.0000000,"LIBERTY AVENUE",0,0,0,0,0,0,0,0,"Passing Too Closely","Unspecified",4456718,"Sedan"
2021-09-11 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",4456821,"Sedan"
2021-07-08 00:00:00.0000000,"ROME AVENUE",1,0,0,0,0,0,1,0,"Lost Consciousness","Unspecified",4456608,"Sedan"
2021-09-10 00:00:00.0000000,"VAN WYCK EXPWY",1,0,0,0,0,0,1,0,"Unsafe Speed","Unspecified",4456531,"Station Wagon/Sport Utility Vehicle"
2021-09-11 00:00:00.0000000,"EAST 167 STREET",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",4455832,"Station Wagon/Sport Utility Vehicle"
2021-09-09 00:00:00.0000000,"CLAWSON STREET",1,0,0,0,0,0,1,0,"Passing or Lane Usage Improper","Unspecified",4456735,"Sedan"
2021-04-13 00:00:00.0000000,"33 st",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4408019,"Sedan"
2021-09-11 00:00:00.0000000,"12 AVENUE",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4456734,"Sedan"
2021-09-11 00:00:00.0000000,"BELT PARKWAY",0,0,0,0,0,0,0,0,"Following Too Closely","Unspecified",4455983,"Sedan"
2021-09-11 00:00:00.0000000,"FULTON STREET",0,0,0,0,0,0,0,0,"Unspecified",,4456323,"Sedan"
2021-09-10 00:00:00.0000000,"74 STREET",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4456889,"Sedan"
2021-07-08 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Driver Inexperience","Unspecified",4456679,"Sedan"
2021-09-11 00:00:00.0000000,"SUTPHIN BOULEVARD",0,0,0,0,0,0,0,0,"Alcohol Involvement","Unspecified",4456373,"Station Wagon/Sport Utility Vehicle"
2022-03-26 00:00:00.0000000,"BRIGHTON BEACH AVENUE",0,0,0,0,0,0,0,0,"Following Too Closely","Unspecified",4513885,"Station Wagon/Sport Utility Vehicle"
2021-09-11 00:00:00.0000000,"WEST 120 STREET",1,0,0,0,1,0,0,0,"Traffic Control Disregarded","Unspecified",4456758,"Taxi"
2021-09-11 00:00:00.0000000,"OGDEN AVENUE",0,0,0,0,0,0,0,0,"Following Too Closely","Unspecified",4456498,"Station Wagon/Sport Utility Vehicle"
2021-09-11 00:00:00.0000000,"222 STREET",1,0,1,0,0,0,0,0,"Unspecified",,4455941,"Sedan"
2021-09-10 00:00:00.0000000,"ATLANTIC AVENUE",2,0,0,0,0,0,2,0,"Failure to Yield Right-of-Way","Unsafe Speed",4456778,"Sedan"
2021-09-11 00:00:00.0000000,"HALLECK STREET",0,0,0,0,0,0,0,0,"Traffic Control Disregarded","Unspecified",4455883,"Station Wagon/Sport Utility Vehicle"
2021-07-06 00:00:00.0000000,"BRONX BOULEVARD",0,0,0,0,0,0,0,0,"Other Vehicular",,4456627,"Station Wagon/Sport Utility Vehicle"
2021-07-09 00:00:00.0000000,"GRAND CENTRAL PKWY",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4456640,"Sedan"
2021-09-10 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",4456812,"Sedan"
2021-09-11 00:00:00.0000000,"CROSS BRONX EXPY",1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Unspecified",4455924,"Station Wagon/Sport Utility Vehicle"
2021-09-11 00:00:00.0000000,"BRUCKNER BOULEVARD",1,0,0,0,0,0,1,0,"Unspecified","Unspecified",4455894,"Station Wagon/Sport Utility Vehicle"
2021-07-02 00:00:00.0000000,"MAJOR DEEGAN EXPRESSWAY",1,0,0,0,0,0,1,0,"Driver Inexperience","Unspecified",4456596,"Station Wagon/Sport Utility Vehicle"
2021-09-06 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Backing Unsafely","Unspecified",4456742,"Sedan"
2021-09-11 00:00:00.0000000,"21 STREET",1,0,0,0,0,0,1,0,"Following Too Closely","Unspecified",4455969,"Station Wagon/Sport Utility Vehicle"
2021-09-11 00:00:00.0000000,,1,0,0,0,1,0,0,0,"Passing or Lane Usage Improper","Other Vehicular",4455841,"Station Wagon/Sport Utility Vehicle"
2021-09-11 00:00:00.0000000,"CROSS BRONX EXPY RAMP",2,0,0,0,0,0,2,0,"Following Too Closely","Unspecified",4456497,"Station Wagon/Sport Utility Vehicle"
2021-07-09 00:00:00.0000000,"WEST 147 STREET",0,0,0,0,0,0,0,0,"Other Vehicular","Other Vehicular",4456711,"Box Truck"
2021-09-11 00:00:00.0000000,"FULTON STREET",1,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",4456154,"Sedan"
2021-09-11 00:00:00.0000000,"TILDEN AVENUE",0,0,0,0,0,0,0,0,"Backing Unsafely","Unspecified",4456204,"Sedan"
2021-07-08 00:00:00.0000000,"ROCKAWAY PARKWAY",1,0,1,0,0,0,0,0,"Driver Inattention/Distraction",,4456683,"Sedan"
2021-07-09 00:00:00.0000000,"JEFFERSON AVENUE",0,0,0,0,0,0,0,0,"Passing Too Closely","Unspecified",4456696,"Station Wagon/Sport Utility Vehicle"
2021-09-02 00:00:00.0000000,"TARGEE STREET",1,0,0,0,0,0,1,0,"Lost Consciousness","Unspecified",4456521,"Sedan"
2021-09-07 00:00:00.0000000,,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",4456865,"Flat Bed"
2021-09-11 00:00:00.0000000,"NEVINS STREET",0,0,0,0,0,0,0,0,"Following Too Closely","Unspecified",4456389,"Taxi"
2021-09-11 00:00:00.0000000,"1 AVENUE",0,0,0,0,0,0,0,0,"Backing Unsafely",,4456512,"Station Wagon/Sport Utility Vehicle"
2021-09-11 00:00:00.0000000,"72 STREET",0,0,0,0,0,0,0,0,"Unspecified",,4455860,"Station Wagon/Sport Utility Vehicle"
2021-08-29 00:00:00.0000000,"VICTORY BOULEVARD",1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Unspecified",4456782,"Motorcycle"
2021-09-11 00:00:00.0000000,"FLATBUSH AVENUE",0,0,0,0,0,0,0,0,"Unsafe Speed","Passing or Lane Usage Improper",4455949,"Station Wagon/Sport Utility Vehicle"
2021-09-11 00:00:00.0000000,"18 AVENUE",0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified",4456097,"Station Wagon/Sport Utility Vehicle"
2021-07-08 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4456623,"Sedan"
2021-09-09 00:00:00.0000000,"86 STREET",0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified",4456775,"Sedan"
2021-07-06 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4456664,"Sedan"
2021-09-11 00:00:00.0000000,"146 STREET",0,0,0,0,0,0,0,0,"Passing Too Closely","Unspecified",4456370,"Sedan"
2021-07-06 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Obstruction/Debris",,4456567,"Sedan"
2021-07-05 00:00:00.0000000,"ELTON STREET",0,0,0,0,0,0,0,0,"Driver Inexperience",,4456628,"E-Bike"
2021-09-11 00:00:00.0000000,"DUNLOP AVENUE",0,0,0,0,0,0,0,0,"Turning Improperly","Unspecified",4456844,"Station Wagon/Sport Utility Vehicle"
2021-09-11 00:00:00.0000000,"AVENUE P",0,0,0,0,0,0,0,0,"Unspecified",,4455985,"Sedan"
2021-07-09 00:00:00.0000000,"SUTTER AVENUE",1,0,1,0,0,0,0,0,"View Obstructed/Limited",,4456655,"Sedan"
2021-09-11 00:00:00.0000000,"LEXINGTON AVENUE",1,0,0,0,0,0,1,0,"Unspecified","Unspecified",4456058,"Station Wagon/Sport Utility Vehicle"
2021-07-08 00:00:00.0000000,,1,0,0,0,0,0,1,0,"Unspecified","Unspecified",4456600,"Sedan"
2021-09-11 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Unspecified",4455907,"Sedan"
2021-09-11 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Unspecified",,4456549,"Station Wagon/Sport Utility Vehicle"
2021-09-05 00:00:00.0000000,"62 STREET",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",4456897,"Sedan"
2021-09-11 00:00:00.0000000,"WEST GUN HILL ROAD",1,0,0,0,0,0,1,0,"Lost Consciousness","Unspecified",4456407,"Sedan"
2021-09-11 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Aggressive Driving/Road Rage","Unspecified",4456480,"Sedan"
2021-09-10 00:00:00.0000000,"UNION TURNPIKE",0,0,0,0,0,0,0,0,"Backing Unsafely","Unspecified",4456829,"Motorcycle"
2021-06-26 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",4456660,"Station Wagon/Sport Utility Vehicle"
2021-07-01 00:00:00.0000000,"JEROME AVENUE",0,0,0,0,0,0,0,0,"Unsafe Lane Changing","Unspecified",4456715,"Sedan"
2021-04-16 00:00:00.0000000,"BROADWAY",0,0,0,0,0,0,0,0,"Unspecified",,4408080,"Sedan"
2021-09-11 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4456543,"Taxi"
2021-07-04 00:00:00.0000000,,1,0,1,0,0,0,0,0,"Driver Inattention/Distraction",,4456592,"Sedan"
2021-09-11 00:00:00.0000000,,1,0,1,0,0,0,0,0,"Unsafe Speed",,4456140,"Station Wagon/Sport Utility Vehicle"
2021-07-04 00:00:00.0000000,"FRANKLIN STREET",1,0,0,0,1,0,0,0,"Alcohol Involvement","Unspecified",4456577,"Sedan"
2021-09-11 00:00:00.0000000,"LINDEN BOULEVARD",1,0,0,0,0,0,1,0,"Failure to Yield Right-of-Way","Unspecified",4456200,"Sedan"
2021-07-02 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Unsafe Speed","Unspecified",4456687,"Sedan"
2021-09-11 00:00:00.0000000,"EAST 22 STREET",0,0,0,0,0,0,0,0,"Traffic Control Disregarded","Other Vehicular",4456076,"Bike"
2021-07-03 00:00:00.0000000,"DEERFIELD ROAD",1,0,0,0,0,0,1,0,"Failure to Yield Right-of-Way","Unspecified",4456692,"Station Wagon/Sport Utility Vehicle"
2021-09-11 00:00:00.0000000,"HAMILTON AVENUE",2,0,0,0,0,0,2,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",4456921,"Sedan"
2021-09-11 00:00:00.0000000,"CROSS BRONX EXPY",0,0,0,0,0,0,0,0,"Unsafe Speed","Unspecified",4456350,"Station Wagon/Sport Utility Vehicle"
2021-09-11 00:00:00.0000000,"HASTINGS STREET",0,0,0,0,0,0,0,0,"Unspecified",,4456751,"Sedan"
2021-07-04 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Unspecified",,4456619,"Sedan"
2021-09-11 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4456001,"Station Wagon/Sport Utility Vehicle"
2021-09-11 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Passing Too Closely","Unspecified",4456560,"Station Wagon/Sport Utility Vehicle"
2021-07-08 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Turning Improperly","Unspecified",4456632,"Sedan"
2021-08-11 00:00:00.0000000,"105 AVENUE",0,0,0,0,0,0,0,0,"Unsafe Speed",,4456853,"Sedan"
2021-09-11 00:00:00.0000000,"BROOKLYN QUEENS EXPRESSWAY",0,0,0,0,0,0,0,0,"Passing Too Closely","Unspecified",4456250,"Station Wagon/Sport Utility Vehicle"
2021-09-11 00:00:00.0000000,"JEFFERSON STREET",0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Unspecified",4456750,"Station Wagon/Sport Utility Vehicle"
2021-09-11 00:00:00.0000000,"WHITESTONE EXPRESSWAY",0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified",4456089,"Sedan"
2021-09-11 00:00:00.0000000,"SHEPHERD AVENUE",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4456279,"Station Wagon/Sport Utility Vehicle"
2021-09-07 00:00:00.0000000,,1,0,0,0,1,0,0,0,"Driver Inattention/Distraction","Unspecified",4456768,"E-Bike"
2021-09-11 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Backing Unsafely","Unspecified",4456183,"Sedan"
2021-07-08 00:00:00.0000000,"BRADLEY AVENUE",2,0,0,0,0,0,2,0,"Driver Inattention/Distraction","Unspecified",4456582,"Station Wagon/Sport Utility Vehicle"
2021-09-11 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4456789,"Station Wagon/Sport Utility Vehicle"
2021-09-11 00:00:00.0000000,"BEDFORD AVENUE",1,0,0,0,0,0,1,0,"Unspecified","Unspecified",4455757,"Sedan"
2021-07-08 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Driver Inexperience","Unspecified",4456604,"Station Wagon/Sport Utility Vehicle"
2021-09-07 00:00:00.0000000,"ROOSEVELT AVENUE",1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Unspecified",4457032,"Sedan"
2021-07-05 00:00:00.0000000,"BAISLEY BOULEVARD",0,0,0,0,0,0,0,0,"Other Vehicular","Unspecified",4456651,"Sedan"
2021-09-11 00:00:00.0000000,"BRONX RIVER PARKWAY RAMP",1,0,0,0,0,0,1,0,"Unspecified","Unspecified",4456045,"Station Wagon/Sport Utility Vehicle"
2021-09-10 00:00:00.0000000,"STATEN ISLAND EXPRESSWAY",0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Unspecified",4456537,"Sedan"
2021-07-06 00:00:00.0000000,"CLEARVIEW EXPRESSWAY",2,0,0,0,0,0,2,0,"Driver Inattention/Distraction","Unspecified",4456646,"Box Truck"
2021-07-01 00:00:00.0000000,"RICHMOND AVENUE",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction",,4456631,"Sedan"
2021-07-07 00:00:00.0000000,"ARNOW PLACE",1,0,0,0,0,0,1,0,"Following Too Closely","Unspecified",4456572,"Station Wagon/Sport Utility Vehicle"
2021-09-08 00:00:00.0000000,,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4456851,"Box Truck"
2021-09-11 00:00:00.0000000,"BEDFORD AVENUE",1,0,0,0,0,0,1,0,"Unspecified","Unspecified",4455822,"Station Wagon/Sport Utility Vehicle"
2021-07-08 00:00:00.0000000,"BUSHWICK AVENUE",1,0,0,0,0,0,1,0,"Passing or Lane Usage Improper","Unspecified",4456587,"Station Wagon/Sport Utility Vehicle"
2021-09-11 00:00:00.0000000,"BAY RIDGE PARKWAY",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",4455993,"Ambulance"
